Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ E1,iBAQ E2,iBAQ E3,iBAQ E4,iBAQ mass E1,iBAQ mass E2,iBAQ mass E3,iBAQ mass E4,Mori sector,wt_mass_fraction_rich,rela_mass_fraction_rich
P77526,Disulfide-bond oxidoreductase YfcG,yfcG,24.516,0.0,0.0,6170.2,4691.9,0.0,0.0,151268.62319999997,115026.62039999999,U,,
P77775,Epimerase family protein YfcH,yfcH,32.698,22334.0,20280.0,65922.0,70975.0,730277.132,663115.4400000001,2155517.556,2320740.55,S',,
P64540,Uncharacterized protein YfcL,yfcL,9.9999,344540.0,316970.0,209510.0,224290.0,3445365.546,3169668.3030000003,2095079.049,2242877.571,R,,
P0A8B2,UPF0115 protein YfcN,yfcN,21.013,41425.0,39905.0,34227.0,32040.0,870463.525,838523.765,719211.951,673256.52,A',,
P0AD33,UPF0381 protein YfcZ,yfcZ,10.318,1102900.0,1163900.0,474240.0,478010.0,11379722.2,12009120.2,4893208.319999999,4932107.18,C,,
P37327,Inner membrane protein YfdC,yfdC,34.503,0.0,0.0,3800.7,6385.7,0.0,0.0,131135.5521,220325.8071,U,,
P77293,Bactoprenol glucosyl transferase homolog from prophage CPS-53,yfdH,34.635,109840.0,108320.0,69917.0,77400.0,3804308.4,3751663.1999999997,2421575.295,2680749.0,U,,
P76507,Uncharacterized protein YfdI,yfdI,51.483,128450.0,110160.0,65740.0,70053.0,6612991.35,5671367.279999999,3384492.42,3606538.599,U,,
P76513,Uncharacterized protein YfdQ,yfdQ,30.442,5796.8,6406.5,10077.0,10697.0,176466.1856,195026.673,306764.034,325638.074,U,,
P23842,Uncharacterized protein YfeA,yfeA,83.523,6039.1,8998.3,7167.1,7262.3,504403.7493,751565.0108999999,598617.6933,606569.0829,U,,
P0AD37,Uncharacterized protein YfeC,yfeC,12.719,133060.0,48512.0,87198.0,75093.0,1692390.14,617024.128,1109071.362,955107.867,U,,
P27238,Uncharacterized protein YfeD,yfeD,14.91,0.0,7444.0,3655.0,4189.3,0.0,110990.04000000001,54496.05,62462.463,U,,
P39836,Uncharacterized protein YfeH,yfeH,36.405,20173.0,16215.0,18308.0,22154.0,734398.0650000001,590307.0750000001,666502.74,806516.37,U,,
P0ACR7,Uncharacterized HTH-type transcriptional regulator YfeR,yfeR,33.903,627.89,1257.0,1565.9,1502.0,21287.354669999997,42616.070999999996,53088.7077,50922.306,U,,
P76536,Probable deferrochelatase/peroxidase YfeX,yfeX,33.052,435440.0,419090.0,341630.0,403710.0,14392162.879999999,13851762.68,11291554.76,13343422.92,S,,
P76537,Uncharacterized protein YfeY,yfeY,20.897,47653.0,78329.0,99338.0,116780.0,995804.7409999999,1636841.113,2075866.1859999998,2440351.6599999997,S',,
P76538,Inner membrane protein YfeZ,yfeZ,17.168,4951.9,4515.7,6930.6,9287.5,85014.21919999999,77525.5376,118984.5408,159447.8,U,,
P24178,Protein YffB,yffB,13.6,106470.0,347810.0,361880.0,413220.0,1447992.0,4730216.0,4921568.0,5619792.0,A',,
P76549,Uncharacterized protein YffR,yffR,14.554,15466.0,16700.0,51629.0,71312.0,225092.164,243051.80000000002,751408.466,1037874.848,U,,
P76550,Uncharacterized protein YffS,yffS,29.751,59923.0,63543.0,59512.0,75438.0,1782769.1730000002,1890467.793,1770541.512,2244355.938,S',,
P76569,Uncharacterized protein YfgD,yfgD,13.398,318600.0,274660.0,299510.0,375580.0,4268602.8,3679894.6799999997,4012834.98,5032020.84,S,,
P64545,Uncharacterized protein YfgG,yfgG,7.4615,29481.0,26984.0,47109.0,46382.0,219972.4815,201341.116,351503.8035,346079.293,S',,
P76573,Uncharacterized protein YfgI,yfgI,20.23,3141.1,946.84,7800.8,6253.9,63544.453,19154.573200000003,157810.184,126516.397,U,,
P76575,Uncharacterized protein YfgJ,yfgJ,7.9942,151650.0,148580.0,184430.0,203360.0,1212320.43,1187778.236,1474370.306,1625700.512,U,,
P76576,UPF0070 protein YfgM,yfgM,22.176,786700.0,715940.0,768730.0,824620.0,17445859.2,15876685.44,17047356.48,18286773.119999997,C,,
P0AD44,Uncharacterized protein YfhG,yfhG,27.348,16898.0,15706.0,22932.0,23883.0,462126.50399999996,429527.68799999997,627144.336,653152.284,U,,
P37767,Uncharacterized HTH-type transcriptional regulator YfhH,yfhH,30.707,22964.0,24412.0,27997.0,37433.0,705155.5480000001,749619.284,859703.8790000001,1149455.131,U,,
P52102,Uncharacterized ferredoxin-like protein YfhL,yfhL,9.7912,14089.0,5474.0,4090.7,4655.4,137948.2168,53597.0288,40052.86184,45581.95247999999,U,,
P76578,Uncharacterized lipoprotein YfhM,yfhM,181.58,12489.0,12526.0,36175.0,41094.0,2267752.62,2274471.08,6568656.5,7461848.5200000005,S',,
P07021,Putative lipoprotein YfiB,yfiB,17.244,17904.0,17750.0,22360.0,24914.0,308736.576,306081.0,385575.83999999997,429617.016,U,,
P31825,tRNA1(Val) (adenine(37)-N6)-methyltransferase,yfiC,27.27,17542.0,11727.0,10112.0,24525.0,478370.33999999997,319795.29,275754.24,668796.75,R,,
P0AGJ5,Uncharacterized tRNA/rRNA methyltransferase YfiF,yfiF,37.784,340770.0,345610.0,396000.0,392480.0,12875653.68,13058528.24,14962464.0,14829464.32,A',,
P33644,Laccase domain protein YfiH,yfiH,26.339,47790.0,44921.0,60833.0,55820.0,1258740.8099999998,1183174.219,1602280.3869999999,1470242.98,S',,
P46139,Probable diguanylate cyclase YfiN,yfiN,45.989,0.0,0.0,586.32,514.75,0.0,0.0,26964.27048,23672.83775,U,,
P37908,UPF0053 inner membrane protein YfjD,yfjD,48.044,26684.0,31360.0,40527.0,35490.0,1282006.096,1506659.8399999999,1947079.1879999998,1705081.5599999998,A',,
O52982,Uncharacterized lipoprotein YfjS,yfjS,16.735,1041.2,771.76,435.84,572.98,17424.482,12915.4036,7293.782399999999,9588.8203,U,,
P52135,Uncharacterized protein YfjT,yfjT,17.099,4171.8,4051.1,1603.3,1728.7,71333.6082,69269.7589,27414.826699999998,29559.0413,U,,
P52138,Uncharacterized protein YfjW,yfjW,64.196,2649.4,2570.5,2756.9,3205.4,170080.8824,165015.818,176981.9524,205773.8584,U,,
P0AD53,Uncharacterized protein YgaC,ygaC,13.066,7687.3,6698.7,17646.0,17555.0,100442.26180000001,87525.2142,230562.636,229373.63,A,,
P0ADQ7,Uncharacterized protein YgaM,ygaM,11.847,10151.0,8731.5,151140.0,163930.0,120258.897,103442.0805,1790555.5799999998,1942078.71,C,,
P55734,Inner membrane protein YgaP,ygaP,18.639,26686.0,27386.0,73317.0,80687.0,497400.354,510447.654,1366555.5629999998,1503924.993,S',,
P0ADE6,Uncharacterized protein YgaU,ygaU,16.063,110870.0,106780.0,760460.0,779170.0,1780904.8099999998,1715207.14,12215268.979999999,12515807.709999999,S,,
P77295,Probable HTH-type transcriptional regulator YgaV,ygaV,10.596,11324.0,11567.0,13643.0,15022.0,119989.104,122563.932,144561.228,159173.112,S',,
P76630,Inner membrane protein YgaZ,ygaZ,26.107,15625.0,15062.0,24745.0,27200.0,407921.875,393223.63399999996,646017.715,710110.4,U,,
P52598,Uncharacterized HTH-type transcriptional regulator YgbI,ygbI,27.434,25072.0,30171.0,55592.0,26456.0,687825.248,827711.214,1525110.928,725793.904,S,,
P38506,Flap endonuclease Xni,ygdG,28.166,21596.0,21357.0,40382.0,43373.0,608272.936,601541.262,1137399.412,1221643.918,C',,
P0ADR8,LOG family protein YgdH,ygdH,50.971,124150.0,116150.0,179540.0,199330.0,6328049.649999999,5920281.649999999,9151333.34,10160049.43,S,,
P65292,Uncharacterized lipoprotein YgdI,ygdI,8.1741,44855.0,41259.0,229650.0,264180.0,366649.25549999997,337255.1919,1877182.065,2159433.738,S,,
P67127,UPF0053 inner membrane protein YgdQ,ygdQ,26.157,6615.3,5007.4,3194.7,3506.6,173036.4021,130978.5618,83563.76789999999,91722.1362,U,,
P65294,Uncharacterized lipoprotein YgdR,ygdR,7.8768,8429.5,28645.0,73241.0,134690.0,66397.4856,225630.93600000002,576904.7088,1060926.192,S,,
P03813,Uncharacterized protein YgeA,ygeA,25.248,14908.0,18370.0,36587.0,48146.0,376397.184,463805.76,923748.576,1215590.208,S,,
Q46798,Uncharacterized lipoprotein YgeR,ygeR,26.564,27563.0,28604.0,39482.0,40241.0,732183.532,759836.656,1048799.848,1068961.924,S,,
P0AC28,5-formyltetrahydrofolate cyclo-ligase,ygfA,21.105,15023.0,15303.0,25560.0,31764.0,317060.415,322969.815,539443.8,670379.22,U,,
P0A8C4,UPF0149 protein YgfB,ygfB,21.229,335420.0,619220.0,496050.0,545190.0,7120631.18,13145421.379999999,10530645.45,11573838.51,A',,
P52037,Uncharacterized oxidoreductase YgfF,ygfF,25.938,6550.1,5227.8,25382.0,22195.0,169896.4938,135598.6764,658358.316,575693.9099999999,U,,
P0ADE8,tRNA-modifying protein YgfZ,ygfZ,36.094,393180.0,347500.0,441080.0,476170.0,14191438.92,12542665.0,15920341.520000001,17186879.98,S,,
P0ADS6,Uncharacterized protein YggE,yggE,26.635,224030.0,225830.0,506460.0,548030.0,5967039.050000001,6014982.050000001,13489562.100000001,14596779.05,S,,
P38521,Uncharacterized protein YggL,yggL,12.88,749280.0,671900.0,510020.0,661420.0,9650726.4,8654072.0,6569057.600000001,8519089.6,S,,
P0ADS9,Uncharacterized protein YggN,yggN,26.429,117720.0,109710.0,103080.0,86052.0,3111221.88,2899525.59,2724301.32,2274268.3079999997,S,,
P67080,UPF0001 protein YggS,yggS,25.787,222020.0,218940.0,198890.0,206620.0,5725229.74,5645805.779999999,5128776.43,5328109.9399999995,R,,
P64564,Uncharacterized protein YggT,yggT,21.167,82312.0,84779.0,62337.0,70979.0,1742298.104,1794517.093,1319487.279,1502412.493,S',,
P52060,UPF0235 protein YggU,yggU,10.456,54567.0,56444.0,48251.0,53866.0,570552.552,590178.4639999999,504512.456,563222.896,A',,
P52062,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW,yggW,42.584,15213.0,9271.3,10060.0,16689.0,647830.392,394809.0392,428395.04000000004,710684.376,U,,
P0A8P3,Probable Fe(2+)-trafficking protein,yggX,10.952,1660300.0,1608800.0,1698300.0,1880500.0,18183605.6,17619577.6,18599781.6,20595236.0,C,,
P0AG84,Uncharacterized oxidoreductase YghA,yghA,31.488,202.38,0.0,25563.0,23794.0,6372.54144,0.0,804927.744,749225.472,A',,
Q46835,Uncharacterized lipoprotein YghG,yghG,14.67,27163.0,28802.0,8538.9,9481.5,398481.21,422525.34,125265.663,139093.605,C',,
P0CK95,Putative lipoprotein AcfD homolog,yghJ,167.24,55936.0,53654.0,24066.0,25386.0,9354736.64,8973094.96,4024797.8400000003,4245554.640000001,R,,
Q46844,Uncharacterized ATP-binding protein YghT,yghT,25.355,14912.0,13562.0,13425.0,15622.0,378093.76,343864.51,340390.875,396095.81,U,,
Q46845,Disulfide-bond oxidoreductase YghU,yghU,32.391,36985.0,32739.0,131670.0,138550.0,1197981.135,1060448.949,4264922.97,4487773.05,S,,
P0ADT2,UPF0441 protein YgiB,ygiB,23.479,235000.0,219070.0,211010.0,235920.0,5517565.0,5143544.53,4954303.79,5539165.68,S,,
P0ADT5,Putative acid--amine ligase YgiC,ygiC,45.025,280800.0,256320.0,273970.0,264070.0,12643020.0,11540808.0,12335499.25,11889751.75,U,,
P30871,Inorganic triphosphatase,ygiF,48.388,191270.0,183150.0,195970.0,218090.0,9255172.76,8862262.2,9482596.36,10552938.92,A',,
P0ADT8,Uncharacterized protein YgiM,ygiM,23.076,74311.0,86120.0,47646.0,97650.0,1714800.636,1987305.12,1099479.0960000001,2253371.4,S,,
P0ADU2,Probable quinol monooxygenase YgiN,ygiN,11.532,193430.0,178290.0,502600.0,548080.0,2230634.76,2056040.28,5795983.2,6320458.56,S',,
Q46861,UPF0313 protein YgiQ,ygiQ,83.477,18567.0,17507.0,389.66,1142.3,1549917.459,1461431.8390000002,32527.647820000002,95355.7771,U,,
Q46863,Probable deoxycholate-binding periplasmic protein YgiS,ygiS,60.693,3780.5,3943.6,2253.8,2193.0,229449.8865,239348.9148,136789.88340000002,133099.74899999998,S',,
P0ADU5,Protein YgiW,ygiW,14.011,7180.5,7186.0,131820.0,125620.0,100605.9855,100683.04599999999,1846930.0199999998,1760061.8199999998,S',,
P42597,Uncharacterized protein YgjP,ygjP,19.482,10750.0,10556.0,3227.3,3612.7,209431.5,205651.992,62874.2586,70382.62139999999,U,,
P42599,Uncharacterized oxidoreductase YgjR,ygjR,36.214,41301.0,40095.0,47008.0,48919.0,1495674.4139999999,1452000.3299999998,1702347.7119999998,1771552.666,S,,
P67660,Uncharacterized HTH-type transcriptional regulator YhaJ,yhaJ,33.256,34587.0,39359.0,122930.0,136390.0,1150225.272,1308922.904,4088160.08,4535785.84,S,,
P64594,Toxin YhaV,yhaV,17.836,9904.6,9326.2,14835.0,10656.0,176658.4456,166342.1032,264597.06,190060.416,U,,
P45470,Protein YhbO,yhbO,18.858,0.0,0.0,6641.1,7729.6,0.0,0.0,125237.8638,145764.7968,S,,
P67762,UPF0306 protein YhbP,yhbP,16.776,6205.7,10140.0,23165.0,24213.0,104106.8232,170108.63999999998,388616.04,406197.288,U,,
P45472,UPF0213 protein YhbQ,yhbQ,11.27,2278.4,1522.3,2526.0,2803.8,25677.568,17156.321,28468.02,31598.826,U,,
P63417,Uncharacterized N-acetyltransferase YhbS,yhbS,18.534,119090.0,121630.0,151560.0,169400.0,2207214.06,2254290.42,2809013.04,3139659.5999999996,S',,
P64599,Uncharacterized protein YhbT,yhbT,19.672,12362.0,14777.0,3723.0,2423.9,243185.264,290693.14400000003,73238.856,47682.9608,R,,
P45527,Uncharacterized protease YhbU,yhbU,37.047,8089.2,6867.2,0.0,0.0,299680.59239999996,254409.1584,0.0,0.0,U,,
P45475,Uncharacterized protein YhbV,yhbV,32.535,2549.3,2656.6,0.0,0.0,82941.4755,86432.48099999999,0.0,0.0,U,,
P0ADV5,Uncharacterized protein YhbW,yhbW,37.129,6706.0,4768.7,25896.0,27768.0,248987.074,177057.0623,961492.5839999999,1030998.0719999999,R,,
P0AGK4,RNA-binding protein YhbY,yhbY,10.784,998390.0,919780.0,700980.0,768820.0,10766637.76,9918907.520000001,7559368.32,8290954.880000001,A',,
P0ADW3,Inner membrane protein YhcB,yhcB,14.961,1271800.0,1172600.0,1748500.0,1895800.0,19027399.8,17543268.6,26159308.5,28363063.8,S',,
P25536,Maf-like protein YhdE,yhdE,21.515,79453.0,76923.0,86125.0,99271.0,1709431.2950000002,1654998.345,1852979.375,2135815.565,R,,
P46474,Uncharacterized protein YhdP,yhdP,139.05,11374.0,15343.0,28356.0,29468.0,1581554.7000000002,2133444.1500000004,3942901.8000000003,4097525.4000000004,A,,
P64624,Uncharacterized protein YheO,yheO,26.82,61747.0,55848.0,82433.0,84940.0,1656054.54,1497843.36,2210853.06,2278090.8,S,,
P63389,Uncharacterized ABC transporter ATP-binding protein YheS,yheS,71.843,117950.0,111080.0,95908.0,101170.0,8473881.85,7980320.44,6890318.444,7268356.3100000005,R,,
P45524,Putative esterase YheT,yheT,38.495,10026.0,6700.2,4557.4,5163.7,385950.87,257924.19899999996,175437.11299999998,198776.6315,U,,
P67624,UPF0270 protein YheU,yheU,8.4695,10145.0,7386.1,13726.0,26985.0,85923.0775,62556.573950000005,116252.357,228549.4575,S,,
P0ADW8,Uncharacterized protein YheV,yheV,7.5987,78268.0,79103.0,188990.0,232850.0,594735.0516,601079.9661,1436078.313,1769357.295,U,,
P0ADX1,Protein YhfA,yhfA,14.517,157210.0,153290.0,315010.0,376060.0,2282217.57,2225310.9299999997,4573000.17,5459263.02,S,,
P45537,Uncharacterized protein YhfK,yhfK,79.971,3887.3,3260.6,8581.3,8857.4,310871.26830000005,260753.4426,686255.1423,708335.1354,U,,
P46837,Protein YhgF,yhgF,85.119,319460.0,298340.0,253400.0,266280.0,27192115.74,25394402.46,21569154.6,22665487.32,U,,
P0ADX7,Uncharacterized protein YhhA,yhhA,16.624,9371.5,7557.1,24738.0,24681.0,155791.816,125629.2304,411244.512,410296.94399999996,A',,
P0AGH1,Inner membrane transport permease YhhJ,yhhJ,41.061,0.0,1471.9,6885.1,6319.2,0.0,60437.685900000004,282709.0911,259472.67119999998,R,,
P37615,Uncharacterized protein YhhM,yhhM,13.496,92457.0,92363.0,215550.0,210870.0,1247799.672,1246531.048,2909062.8000000003,2845901.52,S',,
P0ADI9,Uncharacterized membrane protein YhhN,yhhN,23.79,10388.0,9327.5,30465.0,30169.0,247130.52,221901.225,724762.35,717720.51,U,,
P37621,UPF0226 protein YhhS,yhhS,42.155,0.0,0.0,2927.5,3043.6,0.0,0.0,123408.7625,128302.958,U,,
P46852,"Quercetin 2,3-dioxygenase",yhhW,26.279,24822.0,24550.0,88367.0,93891.0,652297.338,645149.45,2322196.393,2467361.589,S,,
P46853,Uncharacterized oxidoreductase YhhX,yhhX,38.765,172960.0,157590.0,304380.0,322200.0,6704794.4,6108976.35,11799290.7,12490083.0,A,,
P46854,Uncharacterized N-acetyltransferase YhhY,yhhY,18.793,70522.0,69826.0,115160.0,133620.0,1325319.946,1312240.018,2164201.88,2511120.6599999997,U,,
P37626,Uncharacterized protein YhiI,yhiI,38.828,75568.0,67972.0,127420.0,130340.0,2934154.304,2639216.816,4947463.760000001,5060841.5200000005,S,,
P37631,Uncharacterized protein YhiN,yhiN,43.741,12561.0,14557.0,11242.0,12221.0,549430.701,636737.737,491736.322,534558.7609999999,A,,
P37642,Inner membrane protein YhjD,yhjD,37.911,5540.8,4925.9,26209.0,31535.0,210057.26880000002,186745.79489999998,993609.3990000001,1195523.385,S,,
P37643,Inner membrane metabolite transport protein YhjE,yhjE,47.207,19609.0,17717.0,156440.0,161390.0,925682.063,836366.419,7385063.08,7618737.73,U,,
P37645,Uncharacterized protein YhjG,yhjG,74.457,3363.5,2743.8,21518.0,18705.0,250436.11949999997,204295.1166,1602165.7259999998,1392718.1849999998,S,,
P37646,Cyclic di-GMP phosphodiesterase YhjH,yhjH,29.601,248280.0,239310.0,9290.3,17906.0,7349336.279999999,7083815.31,275002.1703,530035.5059999999,C,,
P37648,Protein YhjJ,yhjJ,55.527,100810.0,97052.0,129100.0,130050.0,5597676.87,5389006.404,7168535.7,7221286.350000001,S',,
P37649,Protein YhjK,yhjK,74.38,17679.0,17675.0,16588.0,21020.0,1314964.02,1314666.5,1233815.44,1563467.5999999999,S,,
P37664,Uncharacterized N-acetyltransferase YiaC,yiaC,17.104,4151.6,3330.7,7931.8,9396.1,71008.9664,56968.292799999996,135665.5072,160710.8944,U,,
P37665,Probable lipoprotein YiaD,yiaD,22.197,177770.0,175950.0,33328.0,59796.0,3945960.69,3905562.15,739781.6159999999,1327291.812,R,,
P0ADK0,Uncharacterized protein YiaF,yiaF,25.663,617860.0,607330.0,749800.0,723420.0,15856141.18,15585909.790000001,19242117.4,18565127.46,S',,
P37671,HTH-type transcriptional regulator YiaJ,yiaJ,31.066,80051.0,82898.0,103820.0,129970.0,2486864.366,2575309.2679999997,3225272.12,4037648.02,A',,
P0ADK6,Protein YibA,yibA,31.873,21284.0,18954.0,4014.5,44473.0,678384.932,604120.8420000001,127954.1585,1417487.929,U,,
P0ACA1,Uncharacterized GST-like protein YibF,yibF,22.545,91657.0,69843.0,189430.0,199740.0,2066407.0650000002,1574610.435,4270699.350000001,4503138.300000001,S,,
P0ADK8,Uncharacterized protein YibL,yibL,13.696,369060.0,343610.0,316090.0,351680.0,5054645.76,4706082.56,4329168.64,4816609.28,R,,
P0AG27,Uncharacterized protein YibN,yibN,15.596,660580.0,747690.0,546060.0,627720.0,10302405.68,11660973.24,8516351.76,9789921.12,R,,
P37691,Uncharacterized protein YibQ,yibQ,35.352,13220.0,8511.2,10348.0,11425.0,467353.43999999994,300887.9424,365822.496,403896.6,U,,
Q2M7R5,Uncharacterized protein YibT,yibT,7.9952,48603.0,43386.0,425980.0,420970.0,388590.7056,346879.7472,3405795.2959999996,3365739.344,S',,
P23839,UPF0701 protein YicC,yicC,33.175,274520.0,271320.0,299630.0,315170.0,9107201.0,9001041.0,9940225.25,10455764.75,S',,
P31433,Uncharacterized protein YicH,yicH,62.272,37489.0,35963.0,128790.0,137210.0,2334515.008,2239487.9359999998,8020010.88,8544341.12,S',,
P0ADL3,Uncharacterized protein YicN,yicN,17.219,6270.5,4386.5,10381.0,9568.3,107971.73950000001,75531.1435,178750.439,164756.5577,U,,
P0A8Y5,Sugar phosphatase YidA,yidA,29.721,251920.0,247510.0,304290.0,304670.0,7487314.32,7356244.71,9043803.09,9055097.07,A,,
P09996,Uncharacterized protein YidB,yidB,13.786,8735.0,11381.0,16985.0,15497.0,120420.70999999999,156898.466,234155.21,213641.642,U,,
P25714,Membrane protein insertase YidC,yidC,61.525,550430.0,536390.0,330050.0,408590.0,33865205.75,33001394.75,20306326.25,25138499.75,R,,
P60872,Putative transport protein YidE,yidE,58.938,8948.4,8576.9,22730.0,22386.0,527400.7992,505505.3322,1339660.74,1319386.068,S,,
P0ADM4,Uncharacterized protein YidQ,yidQ,11.826,23669.0,42916.0,51381.0,62059.0,279909.59400000004,507524.61600000004,607631.706,733909.734,S,,
P31455,Uncharacterized protein YidR,yidR,46.186,34106.0,30978.0,77234.0,84613.0,1575219.716,1430749.908,3567129.524,3907936.018,S,,
P31467,6-phosphogluconate phosphatase,yieH,24.664,7592.5,5911.4,1917.9,3834.5,187261.42,145798.7696,47303.085600000006,94574.10800000001,U,,
P31471,Uncharacterized protein YieL,yieL,42.754,1785.4,4198.3,4072.3,5519.4,76332.9916,179494.1182,174107.1142,235976.42759999997,U,,
P31475,Uncharacterized HTH-type transcriptional regulator YieP,yieP,26.076,98812.0,102000.0,85629.0,94499.0,2576621.712,2659752.0,2232861.804,2464155.924,A',,
P0ADN2,UPF0438 protein YifE,yifE,13.133,1638200.0,1406300.0,1309500.0,1347800.0,21514480.599999998,18468937.9,17197663.5,17700657.4,C',,
P27837,Probable transport protein YifK,yifK,50.398,51439.0,50462.0,31934.0,34535.0,2592422.722,2543183.876,1609409.732,1740494.9300000002,C,,
P0ADN6,Uncharacterized lipoprotein YifL,yifL,7.1771,233950.0,222990.0,269230.0,266860.0,1679082.5450000002,1600421.529,1932290.6330000001,1915280.906,S',,
P23305,Uncharacterized protein YigA,yigA,26.728,30597.0,21541.0,53216.0,50476.0,817796.616,575747.848,1422357.2480000001,1349122.5280000002,A,,
P0ADP0,Flavin mononucleotide phosphatase YigB,yigB,27.122,107890.0,101490.0,163130.0,156410.0,2926192.58,2752611.78,4424411.86,4242152.02,S,,
P0ADP2,Uncharacterized protein YigI,yigI,17.163,279830.0,259260.0,299120.0,348920.0,4802722.29,4449679.38,5133796.5600000005,5988513.96,S,,
P27848,Pyridoxal phosphate phosphatase YigL,yigL,29.707,108950.0,105210.0,106800.0,113250.0,3236577.65,3125473.47,3172707.6,3364317.75,A,,
P27862,IMPACT family member YigZ,yigZ,21.757,4378.2,3497.5,4398.7,6437.2,95256.49740000001,76095.1075,95702.5159,140054.1604,U,,
P0ADP9,Protein YihD,yihD,10.273,582730.0,529370.0,880520.0,850340.0,5986385.29,5438218.01,9045581.959999999,8735542.82,S,,
P32129,Probable acyltransferase YihG,yihG,36.289,3898.5,2778.2,2651.2,1629.5,141472.6665,100818.0998,96209.3968,59132.925500000005,U,,
P0A8H6,Der GTPase-activating protein YihI,yihI,19.059,212370.0,174570.0,68446.0,79968.0,4047559.83,3327129.6300000004,1304512.314,1524110.1120000002,R,,
